Kingdom	Phylum	Class	Order	Family	0-12	0-13	0-22	0-23	0-32	0-33	0-42	0-43	0-52	0-53	0-62	0-63	0-72	0-73	0-82	0-83	21-11	21-12	21-13	21-21	21-22	21-23	21-31	21-32	21-33	21-41	21-42	21-43	21-51	21-52	21-53	21-61	21-62	21-63	21-71	21-72	21-73	21-81	21-82	21-83	35-11	35-12	35-21	35-22	35-23	35-31	35-32	35-33	35-41	35-42	35-43	35-51	35-52	35-53	35-61	35-62	35-63	35-71	35-72	35-73	35-81	35-82	35-83
Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	698	3439	779	5215	3748	3188	718	3445	1999	2572	6295	4731	1157	1953	3045	4060	53	1086	1339	4054	1144	4669	2658	723	2211	2069	3154	1565	2866	1928	3290	10830	5853	724	2167	1126	19928	1533	7594	1040	5430	1171	6892	1078	1397	17906	23215	4231	3475	4912	2041	557	8831	1735	2087	9924	1030	11519	8533	1078	1281	4536	8360
Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	3148	5071	3367	8041	6271	6825	6704	10595	3640	1321	7901	8293	13299	3027	14477	3633	6488	42217	32973	2830	5763	15654	7961	229054	13248	22479	10284	53029	4946	5432	5516	17786	6701	4463	25814	3058	27814	55849	33740	5060	49374	35535	35709	10881	33343	14112	17868	9040	30183	10238	13248	16480	7552	7048	21067	9999	9126	26157	15472	14609	8899	12111	62853
Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	16	148	30	96	299	36	27	100	101	215	244	179	22	212	384	159	0	9	45	39	16	766	183	186	275	33	155	187	26	47	652	1646	1117	0	49	112	3509	39	2020	95	24	0	0	20	27	565	1623	763	74	12	88	32	198	195	28	505	73	132	261	207	13	745	1057
Bacteria	Firmicutes	Clostridia	Oscillospirales	Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	19	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	11	0	0	7	0	0	2	0	0	0	0	0	0	0	4	0	0	0
Bacteria	Firmicutes	Clostridia	Oscillospirales	[Clostridium] methylpentosum group	0	30	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	9	0	0	37	0	4	0	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	10	0	0	6	30	0	0	0	4	4	0	0	0	0	139	0	0	35	0	0
Bacteria	Firmicutes	Clostridia	Oscillospirales	[Eubacterium] coprostanoligenes group	472	1602	793	2741	1222	1082	1038	2156	1944	3093	2187	4467	554	2150	10367	3061	1716	76175	13360	504	1812	5715	3678	4202	15183	768	4028	49473	6142	3320	20015	8774	5949	3503	2876	5418	72038	3437	56548	2215	20629	197	5203	11099	2653	8316	2749	6255	36018	6066	41257	4939	1632	20908	8371	2222	4433	12696	5570	2892	2671	4847	43710
Bacteria	Firmicutes	Clostridia	Peptococcales	Peptococcaceae	513	607	437	916	729	677	662	739	696	239	397	635	696	241	453	370	470	115	828	176	366	1166	264	38	382	478	274	125	477	211	564	230	218	10	126	73	290	330	88	194	915	295	228	206	289	729	514	388	139	192	84	558	354	351	224	300	63	66	114	370	253	261	148
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Alkaliphilus	0	9	15	0	61	130	23	56	48	0	10	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	4449	2149	1893	1917	4762	1916	4918	2823	6527	973	6133	3959	5127	888	2331	1361	12838	556	2922	1149	1051	1836	858	232	2113	1276	1017	561	2031	1302	974	2402	1616	1041	927	522	98	1179	897	645	3063	2854	1175	2812	2919	2124	2155	1996	2847	998	1031	1056	2955	331	992	2089	437	1015	1140	2276	809	981	428
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Family XI	52	29	81	44	76	132	289	88	511	71	158	357	23	837	70	2995	1181	18209	7029	2314	2884	2630	2107	792	2497	3523	1426	107	3559	1804	1393	3107	296	4251	12750	7497	17475	9300	1103	26880	196	64	4924	752	2295	4620	3571	263	897	3466	1038	2667	125	25	7316	329	2548	219	869	5783	16197	5997	540
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Guggenheimella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	82	0	21	0	0	0	0	0	0	0	0	39	0	0	10	410	0	160	0	0	0	0	79	0	21	66	0	0	0	109	12	10	0	0	77	3	0	0	0	0	50	133	0
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	11474	4182	6031	2002	22111	12566	15767	5877	9609	726	32240	9588	9003	1445	3563	3476	1015	736	3978	13691	5382	16621	21381	4224	38794	42174	19221	68105	16616	7358	39738	25748	37864	39294	4073	7780	11897	5191	1154	39958	16426	22174	4767	23098	21061	24066	62610	68226	13056	9448	34882	65102	26867	16843	23172	88155	11800	6344	13284	106497	11241	40047	8678
Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Sedimentibacteraceae	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Unclassified	Unclassified	0	0	0	0	0	0	0	0	0	5	0	7	0	0	0	3	0	0	0	0	0	0	0	0	10	0	0	0	0	3	0	6	0	0	0	12	9	0	4	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	TC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Desulfotomaculia	Desulfotomaculales	Desulfotomaculaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0
Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	0	0	8	45	48	23	20	27	21	30	108	47	71	0	51	81	0	20	101	0	8	55	30	53	245	18	67	109	1222	0	32	335	27	151	141	308	204	0	140	33	40	27	337	79	48	142	228	6	287	15	275	0	159	96	139	41	64	650	610	19	0	82	162
Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	0	17	124	5	18	4	0	8	42	6	644	21	102	106	82	26	555	66	603	0	18	0	5	388	1101	0	38	1030	6	169	413	11	46	156	0	269	218	0	502	22	114	17	15	15	48	150	189	366	53	8	935	268	257	155	22	19	25	24	45	28	9	28	191
Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	8	20	8	0	0	601	8	52	29	174	13	56	14	223	51	10	23	40	421	0	0	5	4	31	16	0	70	113	49	7	162	18	12	68	49	15	155	4	53	11	392	0	0	29	15	23	0	6	0	28	34	104	18	19	147	0	25	116	22	20	7	23	104
Bacteria	Firmicutes	Syntrophomonadia	Syntrophomonadales	Syntrophomonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Thermoanaerobacteria	Thermoanaerobacterales	SRB2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	0	13	0	0	0	9	0	27	0	0	0	0	0	0	0	69	0	0	0	6	0	0	0	0	0	0	0	7	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	0	0	0	0	0	0
Bacteria	Patescibacteria	Dojkabacteria	Unclassified	Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	LWQ8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	0	71	46	30	0	205	0	42	43	417	26	28	0	50	25	348	59	196	91	887	711	2335	890	1735	2283	685	2502	7334	37	4	0	760	422	22	408	7713	3384	1461	3248	1178	0	0	44	23	45	547	72	252	170	28	184	11	250	3	251	951	0	66	34	1000	111	184	116
Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	4	0	0	0	6	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	0	0	0	0	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	67	64	329	9	523	75	78	165	222	0	125	173	500	29	85	49	0	0	72	31	0	22	0	5	62	0	3	0	8	5	16	15	101	16	46	325	0	29	0	0	3	0	0	0	20	0	0	0	0	0	0	6	4	0	6	0	0	0	0	0	0	34	0
Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	0	0	0	0	0	0	0	14	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	34	0	0	0	0	0	0	0	0	0	12	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	0	11	143	10	132	291	0	52	11	2	4	0	34	0	6	0	0	0	22	12	0	0	0	0	12	26	9	12	0	0	0	0	0	0	24	5	6	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	22	71	111	11	160	185	0	40	38	0	0	31	183	7	16	8	23	0	456	171	14	9	19	11	54	154	144	10	9	22	0	7	18	9	39	280	4	26	0	3	0	5	4	8	0	15	6	13	21	24	22	0	12	0	0	16	0	8	10	0	0	65	5
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
