pathway	0-12	0-13	0-22	0-23	0-32	0-33	0-42	0-43	0-52	0-53	0-62	0-63	0-72	0-73	0-82	0-83	21-11	21-12	21-13	21-21	21-22	21-23	21-31	21-32	21-33	21-41	21-42	21-43	21-51	21-52	21-53	21-61	21-62	21-63	21-71	21-72	21-73	21-81	21-82	21-83	35-11	35-12	35-21	35-22	35-23	35-31	35-32	35-33	35-41	35-42	35-43	35-51	35-52	35-53	35-61	35-62	35-63	35-71	35-72	35-73	35-81	35-82	35-83
PWY-7357	197395.78059148122	157485.2949905688	181647.40083563127	168695.3634521955	256393.61492338314	241414.49015926293	252916.01048719574	215084.15886667217	225547.02973498055	59486.807291830955	415626.08255399164	256288.8232628387	286366.0947083378	134749.58828912888	187632.13134152527	181504.90966819678	130063.99845530858	155514.92970923698	318626.8760962413	208559.94762361856	199569.75389655656	299474.8857492617	224254.67028759484	346016.49168119684	348999.7861239373	239383.7226005963	280635.1305602775	257623.98512567196	221982.5034813716	218176.2109667634	237424.04790999883	292490.7968611374	278108.9087083206	371967.2654545011	214016.18325652048	199193.31835374655	202531.07951136818	282195.41623377	134894.2840196944	331538.5108026159	338096.7950783942	346709.24547580973	267378.9926835277	225115.32642865367	270166.9391640158	259183.18847220496	240420.28790196514	235617.72756829343	217054.55225351173	169955.72463762734	236867.5013593531	314289.83620628645	240742.76670245195	213044.40657829394	277821.05740247684	362415.55154582916	260195.06859671904	228191.45301195947	215513.87129135107	453646.6601655583	213867.36407423922	259289.03579322237	286228.70539071516
PWY-7371	36.45867768595041	285.2730622353851	670.6832811935988	276.68296390060334	746.2528798876142	311.661129460002	110.89424417476711	290.83138606686833	230.24196150270686	76.4035896708286	608.0412141699043	239.9147037506068	842.4614922446526	207.17660171413195	191.48740639891085	166.13381527777668	379.1477627899326	277.14619164619165	811.3775295765878	242.93427661844558	297.40705754606034	46.704356308381875	213.35039575078972	378.0931389818566	1245.4237498945786	143.1485094110114	953.3607008860886	1431.0033444829269	110.7147444929212	146.76534970635345	360.82665640643535	753.8126900701102	227.0647298945599	200.89973117200978	209.51140440595867	2583.519987864327	490.83243469101734	581.6893162894736	1128.8804491612807	80.32368560807222	188.71404958677687	101.71184436630192	116.01530127453114	39.583907479943065	136.25769522828048	282.1010579160866	1148.883429140551	863.5604983194766	185.1445497221359	41.0790617684995	690.6735137069797	265.7209976798144	532.3596501612619	236.167768882701	114.04565697654031	235.44549320981844	65.08800000000001	263.6958235703112	168.10640926452015	173.838730534055	96.48098722171837	288.0929338178289	384.7891022904506
PWY-7373	48.295168097448055	361.0491256005322	850.6937652089298	364.50472971672826	964.6357873198164	411.13928745788473	146.90880110452846	375.7633485606859	304.8273534766959	101.31794319445659	769.0585774391338	317.5674515659904	1062.0949554837719	273.5836330984837	248.9698063860853	220.54316344908483	495.26508231948714	333.3247768459124	983.3653897792047	316.1673049870629	380.935530398675	61.894885117759046	276.11559096736124	426.2385376725828	1565.6562285859989	186.45587824964107	1028.2914321372136	854.0159483994775	145.02062960186856	195.24678215037167	435.9952315255287	923.3995737681004	272.3178691834169	259.94479119850337	278.3679887520526	2672.374795663815	485.9105878454992	748.3960729594752	936.0681813726353	106.93167648972832	240.74796557484845	116.69543491800425	153.32196802222018	52.54082772301967	177.46086737160033	372.2871533605456	1477.3670962633628	1036.4251358367696	240.88908810421913	54.53809660169479	784.2866321136604	347.03380263463424	641.2331242519017	259.2476191686079	151.67979897502295	279.2553928627232	86.4396589774811	334.87346991159853	220.97443986391795	231.06563207831013	128.3807878782022	380.4211138367002	498.2181973511038
PWY-7374	31.547786606059912	324.39552402700576	823.4210760935932	220.88496101191546	704.668908628122	336.37464898207287	134.48155784725	265.9417494807533	203.6117690799892	59.22020862422911	589.7170398067251	198.73065699477456	1043.704270503597	201.43205948623446	212.1371654905698	150.2870517976009	451.52624487638724	243.50808510422408	964.1617290259139	248.19530523097924	266.1142101938327	47.20375037518047	149.89193562245478	445.65556483691165	1401.632447992179	115.3099815487518	793.6007709554859	1696.3501336210018	102.25858531628081	153.22008278177293	429.6482174458996	607.8468697165218	177.01614342267112	237.4283189807493	189.38649984180816	3094.7026179244317	487.7860792435327	596.2573037075172	1083.5800463766907	64.98717584055913	188.73359379842333	108.77937342934837	93.82449690401059	33.37651978453237	113.21132861311068	243.3458481322943	787.7476560572476	453.24624313789036	163.1016015700928	36.18015644684169	815.9738168292556	294.2073793999209	362.7868647370412	237.3647169458665	102.1033605631626	166.053249606192	44.97514809098527	203.83590732774005	160.69642966360365	89.43489635583781	74.3463402029768	260.98917411513077	361.332712064757
PWY-7376	3806.0964376029306	1898.2407188036407	9105.660562571806	1949.7152963287447	9307.805632542413	8236.858323107033	5123.495586023465	4137.4381195237165	11264.969705463485	1515.4331096902442	1890.45342991775	7070.567568752789	4095.0283861979506	3812.3837249165276	917.8883914774285	4524.9516987544985	14830.867903516677	3765.664910469523	14867.283428657993	18190.068814536095	16166.87801260162	42282.23066728397	7865.807803216664	1123.6539444157472	25237.204420090147	12363.865320405308	16469.507144371353	1658.5700428170524	8194.553634368041	19708.490369819323	1180.2412787711792	14714.108632123403	14504.238840210925	22567.148055539295	30205.764284147703	33001.689796145845	1275.5503647323126	29344.29702856693	1347.1949976916912	18040.63460101804	1200.0058265674043	1802.7108189373757	12229.880636469516	7937.100060647594	7163.2104752346	19975.27750826826	6483.527741026065	4063.750290730743	3089.7941877211993	9710.71942759462	5166.578384556925	9388.635132240996	4329.14106942471	47.97092615355031	19805.380347331455	4614.91404298671	4135.84810520819	2168.1917476854755	5374.828363359283	10526.372963736547	20233.95165348017	12814.205319754052	750.4359030125023
PWY-7377	75307.1296432414	64834.713771241	61126.53442811091	60172.91378379597	79512.33936696211	86017.3245504116	89253.42317998856	80134.46350680229	76092.65968739157	18797.820489335885	115197.69058980429	90489.12918033329	111719.32196892708	46987.94890500487	68580.24910166414	54320.41118417073	50227.50103523617	38540.491670362855	103465.8096664516	67694.90234390019	70381.19692311627	115390.75877414647	73994.36755241152	19578.883475232462	134674.84286445638	93717.8296615513	85064.8824176473	79502.8429999896	64690.95869144114	56875.33809235886	36775.130557943055	92496.42275360049	100258.0788909359	162547.85023404408	62892.55391251552	53820.29135122818	60793.32232879499	80084.9383152426	32204.277334730312	99683.28925985645	124848.37405375521	74491.32552030074	110637.28887441129	86657.82640292286	95062.86754160712	104548.77733231077	100427.82330953	100150.38356106167	67667.78461411566	60023.792307692805	87662.74920749453	106517.70922479051	89895.17388365649	69784.87654326027	102158.97735575987	139382.76127971167	96590.02669680005	86641.36777582469	69414.05680906816	183301.24597826126	67128.44881030302	83274.67775086562	68322.85939610352
PWY-7383	12856.59902915689	17521.948147513827	23272.803752581938	38985.376117970176	78516.92204322323	74197.50885539466	15658.67800399618	29767.409795927702	29430.55161483064	14048.4360043854	45392.83368229531	50408.377612125725	38919.95746401478	16172.457442941834	30999.535460266867	42213.59652195483	23821.80908444382	88945.69445518819	84986.93004532978	24180.63626210088	28334.390000674066	63101.192815118964	28149.26712161559	20723.00808580814	55273.01226756807	18488.86275897519	37362.138538253304	90980.03862745332	28575.639678926487	35769.53230808924	64026.2943590445	57486.30036407561	32768.36914717087	42267.6755434678	105769.62475723152	92866.50983565391	94953.4381809319	69583.15036154287	59885.97954091531	30290.12284950539	51575.73350264229	10245.83691868582	47908.53045643146	29709.02647572962	27776.854868632043	51652.06393562434	46747.88023467591	30103.392967075386	67798.72065640513	26919.760650889835	66474.1214967807	34790.83443438287	19322.348459136312	65665.88078180637	40032.637865588	31556.190573805863	16411.808443319413	50585.01018932179	49785.32434597545	24099.536796442793	27607.207418244263	33028.1985590715	95181.86156793231
PWY-7392	107398.79092067058	110987.71652525787	97697.73175117641	130316.47801365619	126120.84043011845	158200.85778570682	109977.03739676425	154669.1519438448	145842.67096606636	48624.422007063054	246853.58980100683	184297.86885865906	189341.7037648502	76414.60643861494	121013.29670679143	126153.81783023979	76046.15181425879	81321.70426465297	154368.8827449711	123928.5219009544	110643.25555774003	199694.24586546922	144948.43501906015	55462.82401540258	203661.41923944684	127197.9072021482	157414.67998731154	149149.1298969852	140951.6504294148	108992.27945167832	142558.52795223182	201388.8209982729	131136.53968705423	168015.93869966766	159345.9418881063	144222.7856174842	94704.84353054308	166580.04121764802	68584.12217838799	181113.63857552927	117161.0495868563	27288.482154054815	183651.0258629778	140207.24012923636	161450.84346750713	177951.86474088673	105313.39438913034	133401.10231060555	173441.3766851028	110812.0049491212	184981.34933582458	88765.77748457862	86065.9166558195	72833.03324549532	168596.3131713088	122609.4294173941	112694.67704406592	179591.63324017863	145124.73936794573	251143.50725629734	124549.65550494152	143294.23110356202	191840.42301576352
PWY-7399	1917.2072911079154	1302.7512687053127	3415.2168519652096	1904.776620185595	4362.329431666184	4421.780421169264	2672.139396441176	2436.3328552800317	4676.707606578938	1821.2992164630846	1892.9098980146446	4759.639711492559	2196.5633223060527	2199.193716752042	1049.1395673430616	4937.056377737604	4817.245281919542	1016.9967998156025	3285.2094431113264	1898.2178175913757	1314.7408170137935	2441.181554789242	1423.4936687692025	336.94416520460675	2076.7028791715684	2840.1839267356436	1161.8023106873015	374.35902461972717	1823.7722140191781	6516.011421887899	1667.2040856907765	1871.7815026777382	812.4050571994981	1653.7177241811748	2539.3061950722063	3410.154731503111	1656.392060789566	2254.4260582098277	382.43308959407244	1526.2473471068215	2287.6041852441754	1352.1002435064934	1069.5697878670965	524.3185901733116	973.0975262019424	1710.6663589983461	1640.7928216233151	817.8370087703819	705.7453470426804	986.5894199075423	581.378216319018	2124.7946955350167	1589.2702105559622	1741.0509966347402	2518.1115445703867	996.1885301214872	517.9674400600966	425.8570485448512	571.7673270917243	2188.9755151290547	2332.7745464270847	1219.745807091249	603.0180537892038
PWY-7400	48928.6484301411	71363.35928939447	66623.44248305666	80453.0969570328	119395.01323358704	96744.97733712941	30107.95309117433	113489.39156166183	70313.72154026866	42293.07668735194	188944.25143465263	123562.67092585232	79736.86730043084	34442.26327258678	86773.5835057935	109151.24419307009	65987.42231091275	136470.18493905498	206433.19758897703	77928.32741027526	93745.34594408718	129336.07916426058	63015.25396449119	69518.14017766781	128994.96605275867	52268.872666177034	113219.16346429683	171014.25540346617	87918.33733022108	70811.42996210679	123068.91827551533	162296.51276668033	112792.18720284762	209567.68315964716	142598.87136621543	135864.9700569798	161763.09286044087	87194.82705280733	121630.74366332537	116020.42415096039	179411.9051429129	171831.95211018558	158319.19464189257	100691.8890867246	140998.9307002566	137284.11076203545	131921.62676254893	91206.46706066643	142345.5582733908	75110.11378476399	143260.33060126458	80667.07889099066	74730.94344618279	125128.20035601073	97138.8231335501	94118.40018719048	97623.62387712958	130389.37793147795	123087.27432577447	61390.699977788136	69677.39808448536	90519.2193926935	175255.94296135806
PWY-7413	139.89993304538245	51.987204114226266	808.7239534652376	175.84242620746082	141.930390017776	71.98074649196147	756.3726776916404	111.95398084798755	3069.6191106461797	59.95728394214115	45.99546948690932	1666.654968590464	354.9878700625876	974.0695327794689	47.9896881409884	634.223518519206	602.8194714410715	165.83852291309475	1982.1613001400663	5811.078557657597	5059.567422862489	18988.964727229322	1660.7738320637557	324.9726016466131	9330.280028930012	3051.2291987632298	5615.061171146289	373.55830177577616	2264.540746953624	5062.827587008499	173.8807035363579	3304.700065031322	3677.4846965871934	6808.874147881008	12090.311109048274	13949.093533339186	209.8201687525685	12507.572392318221	131.92144949182193	6366.3529046094245	199.9248752762351	347.7308913432688	3274.2935631178666	2626.2139356218727	1704.0282727962385	6795.465729356594	1460.1334412450321	972.0448239714149	483.0704847326938	1852.7714676924256	1159.1406722597917	1905.4131436867467	854.4898296668977	0.0	5733.883650438961	1093.8579378028562	914.7958328984085	558.7722670076888	1486.1221250210833	1467.6341057256925	8254.213073064757	2770.4929897529805	121.93820753962976
PWY-7431	1221.68219528872	1382.0483630015965	4861.351268012644	1067.7126723653314	6062.816072360322	5916.412737415225	912.258472036839	4235.672353406325	2912.953873106052	634.5664244268216	849.8564921315847	2490.441522266507	2156.1290647891888	922.651739556979	866.6218064114948	1317.4344986634767	1143.6744855149293	303.38698279046133	2058.572933276027	2294.2484907179896	1325.9897090999004	1710.4555206084606	3476.1525967081507	1375.0167619773063	6504.884920957769	1843.8547239427423	7530.009120750234	4315.499220062936	1813.6752741749194	1339.2212225235173	304.8522879510782	4446.931272057406	3752.17748359461	1342.6964354641384	4513.747947336925	17870.196003786252	12722.649262051887	3395.181983685927	13875.471390506333	2741.096899262217	129.15382055600614	233.168141908221	2008.9963222611477	2283.4709993073525	1126.781641544396	5041.0011057414895	4460.290257172509	4852.28991162958	4946.0475445184275	940.8703652654982	405.9871861564665	690.0680851328405	4714.447407314648	133.58391623970363	3367.901842607444	1137.0090735810006	995.4285183266998	2072.2569871998003	2930.775230328162	2221.41051630758	1798.5949013280017	3228.970259112832	3637.3962872414772
PWY-7434	0.0	0.0	0.0	0.0	0.0	3.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7436	29.041474654377883	0.0	0.0	0.0	1.0660524042614454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7446	60.96044357292581	52.86505495246584	70.9008119140355	110.67619619165251	244.2628646379488	274.17676125437623	30.44031192784064	180.439718781127	134.95370370370372	7.2118245000931775	127.45924279389153	419.232655548891	169.50404919856172	11.833208540962021	27.030371463622117	69.68456773492521	2.5983931846225903	0.0	10.805560977948193	27.81397197343798	0.0	0.8867714896814844	0.0	0.0	0.0	1.6097089723463351	0.0	0.0	5.620761148399339	0.0	0.0	32.7794035712871	0.0	2.3217162550727	79.97883087158864	21.340232613559508	0.0	9.608569323181234	1.395952216168819	2.068965517241379	2.2583714220288527	0.0	1.9508630131812517	0.0	0.0	0.0	0.0	1.939473880875869	0.0	0.0	2.848101265822785	0.0	6.227225898972251	0.0	1.422041737990312	0.0	0.0	6.791526059242594	0.0	4.088610802125819	3.5671314894337476	1.1666265355267582	0.0
PWY-7456	6449.141866642899	14149.838207741646	10502.18985641286	19721.72644593555	17142.913907074533	15211.640722840275	13998.061339113645	33465.58786043769	15231.22366981647	8665.975204212555	29924.69150813453	25773.425983054847	13029.05038233059	8928.591785613819	25671.735120850706	23967.285143442143	20209.772507773585	10101.33577142554	55224.43920162004	10167.32065291928	13847.23919709536	44077.07233471294	17250.51351149944	6017.244973957408	29174.367416134868	26782.08614357349	20624.857837697793	37426.872099405016	16220.940440626187	14446.1448058747	10550.245334632513	47025.28415133377	18299.574227979534	27807.286732716322	50077.76654796261	35871.457258495975	61469.11362888607	20808.894929582486	27568.53525679123	17571.020453289668	64303.98247576715	38995.27496549339	27054.443585939265	31968.06930030012	37165.44269894744	25375.429273029706	40739.99167794069	22571.227030605518	37533.92075000768	19355.595841648905	25279.09975985974	14422.138721723093	19401.80286743558	19774.03744039824	42862.115231011725	28869.95450939992	18047.815189898527	42194.65595637169	34186.09553263229	36655.594829334565	19339.19098503696	14956.502666409671	15397.415180248865
PWY-7480	105.58886216724036	28.352298121170463	246.6630314396127	160.9839372251451	927.0965194941354	412.7972765989087	452.0071031243453	166.7562199454091	584.0798389607572	79.12109676173627	786.3746112507347	494.5723780452219	250.85994476112302	163.84158259905237	222.13012711982816	402.8962869110041	752.713868032202	121.54125223697102	1086.2915504749697	232.51315233256972	379.20430164390115	214.38845099122668	108.9117658892927	124.92138113386669	1470.8196961190365	215.68711784883035	124.39466833773285	13.796717438085157	123.60031319830824	723.3822227716901	353.2107839565495	171.5126467433278	269.6360775747644	156.06405373180502	515.5192339866572	1960.1406125484764	187.81218966349516	349.82579457547513	137.82207235424218	3465.598982765617	940.3790045431195	179.83590817277167	89.49581105407174	210.17006264124436	234.64377888793285	523.0020648133939	672.5396718548208	546.4905582189429	203.08827211457412	230.51076736024297	170.77537106969424	346.4581284611755	402.0548399772106	389.22038260688277	916.6845163389594	36.754065539733965	699.5246291884841	48.59519903315431	144.5011881299133	1519.2782049530003	805.8272227430708	755.1217616705188	251.02000574236058
PWY-7560	101669.60923390868	112022.21498428429	86232.9297654823	123401.27128438393	208417.2392419756	176503.63020822505	97584.5240422566	140545.86649075654	132301.88212013492	41872.40727072899	290216.1983669844	170480.047727005	185186.68222238467	63418.04871085079	106815.7853056796	114135.64156774108	106726.34088580635	190936.17245118855	243122.8828916346	115111.68251100126	96412.21626257383	208728.40672473586	142509.97801129898	290378.00472703	207107.52184569783	175409.1950898855	162410.77258159092	237090.9011680478	144625.71471416176	102035.90088042524	156903.22468162284	212328.18407463012	211650.541251326	222438.44862158052	161842.20230035007	144022.17612468344	224280.20381321205	161638.91559942046	179849.00582277725	177376.43566285938	302857.28053501336	260904.2856295467	171284.9069030791	127133.9112407499	153700.47051772426	191933.42973180822	208341.8012100323	166716.50791409894	182068.7750075206	97332.71117662026	174781.34510382285	237323.38309392595	193808.25049256725	151759.12956455018	155273.3714376194	286618.66140884487	98391.06809090852	162228.69378685288	131393.38611203086	273663.19263403537	113353.72216343899	190265.65713511454	213511.2133066858
PWY-7579	30.65976871790669	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7663	165435.18646266393	138837.79001338148	165659.0319141921	158991.50778624797	242749.3896494552	234697.7507302512	245356.17108116514	190245.37721063287	200841.08925041335	96631.2769971722	352398.0359690201	267603.87645304465	261873.2753129063	234745.90911263257	190922.34024424877	218656.00492711816	114708.5092381045	121724.93624019972	273733.4624030745	165708.54488490062	177595.2609049553	243959.34152821582	185430.42551063103	298032.33772754006	294304.53045986936	189885.1761982231	228540.75260690536	241817.10507905428	175329.69896523937	172844.39404043325	162708.20284799687	249268.2153570236	222022.3632053235	301660.509921834	245641.42210552553	227971.4487122788	160542.47867874647	251091.1006480238	125300.78506275259	253435.67405468383	288397.1128845106	275113.63699132693	251472.04314054133	185585.5387331251	213775.29316673017	217805.17202870524	218280.51494537143	186916.37781443956	182321.62353751037	151293.3247550955	207832.4092989267	242976.7124890273	190803.92558110008	187053.7362350897	251536.01417773552	279388.7984029901	262585.7855251054	197697.97408914202	183086.01070311948	364654.733457145	194351.57733690515	224197.17167359253	228059.52221260115
PWY-7674	0.0	0.0	0.0	66.24740435435288	0.0	29.863644571674964	0.0	14.95590747441994	5.3831224689524335	16.598457110373456	86.65697524872667	17.905657505958462	0.0	49.0650583278421	32.87923095603845	0.0	0.0	15.63593331506825	0.0	17.119404352445738	0.0	0.0	8.780327000834632	0.0	0.0	0.0	17.78295232207165	0.0	19.984023730874366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.132280565617382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	209.57983625630973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7761	86902.60790811195	96321.0061684911	79131.13883544008	110927.34741195728	157311.7886273066	151382.81154140877	84389.6704325027	133252.215378755	118181.98623176629	42401.724718551886	219882.6614532289	154292.57284091215	167942.42696809673	71046.2646203663	100017.11419276259	112018.23422365368	79589.79708297024	117858.79689018795	191143.72838167165	101162.3258951524	95040.17582816411	167162.4042631717	121665.02646961003	38624.24400274236	166216.0193329071	121814.58061636482	136747.79853446962	131863.87452470983	119581.10106615444	82659.96823499774	123110.91165141932	176307.91666795308	142129.5454413681	176074.11952702372	150567.52818052672	135869.43101525327	120476.8122668892	147666.80325148994	74283.96234772397	147826.7934044418	216499.1056557765	216237.0027867055	166373.7714248238	114241.62590794184	135251.5256804395	154520.54263524376	133632.78428513065	120725.5818281401	150192.42236162888	94219.02307250892	154415.20208620746	152487.34082844632	143809.92076912464	98842.56523998202	133199.4393958504	168055.22440717448	97143.6744232844	159300.97419838863	123100.31769299581	183658.73092257636	104198.47471191282	137092.66558726123	169642.35634762718
PWY-7783	4198.417108454121	5603.569928668949	5807.505365079523	4781.035128227485	29225.461885153105	19310.998833666414	3104.0596186499183	8888.57475476827	7469.726946918134	1561.1876918973046	24559.40731936141	13008.697611932224	11799.499456625304	1795.9871366179882	5000.276472516809	6330.31057447327	1533.4181379888469	1982.0625118507003	10273.320132181505	6270.435746852533	4155.99827836034	7301.376099700865	9631.788981718852	1865.8186874708954	9886.124825674606	4824.137383610953	7583.898274266126	24362.145754474175	9937.10087651549	4689.965272413838	14053.475510820374	19978.972938372157	11699.28581606109	27847.624489788093	11585.802536814703	13698.524193822605	8581.147978709809	4615.546004159809	2287.931583589449	6676.032443275523	9695.845793537204	12479.139413170851	4797.481366628745	6910.829472988287	9253.177884598112	15652.497639226212	24840.84615774466	4298.240749884839	10253.686353280515	4137.844218014216	15222.323742557051	4607.330731104653	6799.5625444686575	21339.677336498702	6747.110387944537	8464.33094779669	3277.136438849491	6954.684002969731	12402.496650142542	1462.7525348423605	1329.9251316604302	7244.842953603888	9936.476282046739
PWY-7784	5951.462667597835	4059.9048686900205	5362.558698786638	2932.489147371354	8243.593723399734	8667.27440661718	2734.925574906214	5770.680488883101	4495.727702501429	3417.815467701863	11825.481270657987	6889.520965558548	836.1166507208334	6127.336164273809	978.2423934309024	1107.0825974355216	5089.962972626412	1196.9915947184184	2327.262707042962	4850.820774361176	741.3597203899579	4750.822270018804	8086.853355918785	2078.578521615406	1106.7329181647117	982.3579581194948	3849.2197150060765	200.56114271069595	1057.141974308059	6599.253259615177	1780.731600660174	3317.978859567382	9854.682671468758	37.70463552319318	4054.5679474970752	864.5572584868128	3694.357887872901	6625.794851710374	1277.0469594442263	3686.9225535370315	3685.695643235109	1311.5610330399866	6068.728676601823	126.35655676526869	659.589592081302	19664.349288273443	17922.258642278382	13392.953868246233	4203.266792651438	4845.004091057526	333.03916352939626	3042.7167117397676	13998.712863552913	974.6909079810546	964.3214755831027	22319.75656092976	170.49934351282886	4537.90467411715	2152.6197151120623	4521.247086567186	3963.1324877738352	6734.531026386139	2065.0895090255244
PWY-7787	0.0	0.0	175.14860476712522	0.0	146.70282471736914	29.71014447335921	21.642927567113844	217.36380891121416	24.079283475539743	0.0	0.0	0.0	43.31688046975925	0.0	0.0	0.0	7.0921975439229525	0.0	34.035039655912875	124.8395863951699	0.0	46.77920598081046	71.86249821879068	0.0	0.0	105.32715704719236	123.79276269241159	0.0	0.0	0.0	0.0	17.12516790450542	18.789899705445954	36.9013142762216	0.0	509.56378003940694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.96630672566902	0.0	0.0	8.71511329807994	0.0	0.0	7.439207802579112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	113.99877036335077	0.0
PWY-7790	182410.23881915255	182274.69431774793	223223.87037444572	231955.87557593238	241303.02961778428	260961.25022379585	255680.34569257224	299753.5595540931	276152.39416025655	124719.712853528	395713.12109796517	330079.48198350804	319079.35630754224	331780.37680920016	289075.1832235268	272733.18236934236	120020.3727757173	192334.41762367517	287955.3862985926	223981.4725034384	293780.9068194738	319093.95257312077	235975.0817994527	296845.23090991454	321114.9614363996	213584.5176354423	247554.45246214248	276570.3842706005	223936.4252613569	187873.90928146086	247814.13963179413	327193.51104579057	239526.61354119808	296083.53068670334	258664.15534381717	238995.87095266735	235897.8543729233	270423.2337243794	183763.7584388554	302778.77797916677	310612.9349222983	252809.39017585004	338686.88654740853	271900.2583538878	273358.0316589887	291841.99237187015	230044.30789967484	212595.6975684194	284912.5750720298	280752.5616759986	327829.85624748917	241679.64275379042	202523.1183388884	183332.98346474787	315625.64800464065	294911.53008192277	300035.97980966786	352190.35467621434	292757.14166907663	392667.59048665944	294922.2102246952	232313.37460755408	316641.2494949756
PWY-7791	182410.23881915255	182274.69431774793	223223.87037444572	231955.87557593238	241303.02961778428	260961.25022379585	255680.34569257224	299753.5595540931	276152.39416025655	124719.712853528	395713.12109796517	330079.48198350804	319079.35630754224	331780.37680920016	289075.1832235268	272733.18236934236	120020.3727757173	192334.41762367517	287955.3862985926	223981.4725034384	293780.9068194738	319093.95257312077	235975.0817994527	296845.23090991454	321114.9614363996	213584.5176354423	247554.45246214248	276570.3842706005	223936.4252613569	187873.90928146086	247814.13963179413	327193.51104579057	239526.61354119808	296083.53068670334	258664.15534381717	238995.87095266735	235897.8543729233	270423.2337243794	183763.7584388554	302778.77797916677	310612.9349222983	253057.28879161782	338686.88654740853	271900.2583538878	273358.0316589887	291841.99237187015	230044.30789967484	212595.6975684194	284912.5750720298	280752.5616759986	327829.85624748917	241679.64275379042	202523.1183388884	183332.98346474787	315625.64800464065	294911.53008192277	300035.97980966786	352190.35467621434	292757.14166907663	392667.59048665944	294922.2102246952	232313.37460755408	316641.2494949756
PWY-7805	267.06676210087375	522.9493797195823	2070.3409668461445	236.50280096572538	2964.90682252053	4268.445087341176	89.26339590631831	1869.2476534991004	618.7806865188511	15.947844037522524	192.6743467299576	615.8031982385772	943.7375639082169	31.258853239391524	267.0412250588666	107.11172474761848	176.45642696988918	0.0	1909.9278173619139	1140.431628026468	255.83899880057302	227.1615815543583	746.0969314262792	77.4047295091967	507.3253970146865	1108.733556480736	705.7775256973232	119.69143743244133	43.506679858120066	255.1065286431243	230.23113479289358	124.57103752611995	152.2579630389837	123.2251790996814	569.7831338897568	4069.9176586459976	409.07799560554423	180.63742897758976	153.89929046796934	167.5172792578113	0.0	59.05805119565333	15.906311787643226	38.85369272683828	39.331091234942626	59.1651890845018	51.224628423896725	50.797328156466556	122.52937109952234	113.13983714048639	127.32430473114086	15.945310853964155	47.49136998445601	620.7747251537179	5.99278927757688	221.82176076271716	0.0	31.154286392101522	50.39997092634813	64.89999350919813	0.0	478.3473810203298	53.746050798464346
